Incident Date,Park Name,Cause of Death,Intent,Outcome,Sex,Age Range
3/16/18,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
3/26/18,Point Reyes National Seashore,Undetermined,Undetermined,Fatal injury,Male,65
3/31/18,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Male,55-64
3/31/18,Gateway National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
4/2/18,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,25-34
4/3/18,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Male,35-44
4/3/18,Great Falls Park,Suicide,Intentional,Fatal injury,Male,65
4/4/18,Saint Croix National Scenic Riverway,Suicide,Intentional,Fatal injury,Male,Undetermined
4/5/18,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,55-64
4/5/18,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,65
4/6/18,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
4/9/18,Chattahoochee River National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
4/10/18,Blue Ridge Parkway,Homicide,Intentional,Fatal injury,Male,15-24
4/10/18,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Female,Undetermined
4/10/18,Manassas National Battlefield Park,Suicide,Intentional,Fatal injury,Undetermined,Undetermined
4/12/18,Saguaro National Park,Suicide,Intentional,Fatal injury,Male,25-34
4/12/18,Curecanti National Recreation Area,Suicide,Intentional,Fatal injury,Male,35-44
4/14/18,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,65
4/15/18,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Male,35-44
4/16/18,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,35-44
4/16/18,New River Gorge National River,Suicide,Intentional,Fatal injury,Female,25-34
4/18/18,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Female,65
4/20/18,Lake Roosevelt National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
4/21/18,Zion National Park,Natural Death,Medical,Fatal injury,Male,65
4/21/18,Glen Canyon National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
4/22/18,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Male,15-24
4/23/18,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,55-64
4/23/18,Mississippi National River & Recreation Area,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
4/24/18,Whiskeytown National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
4/24/18,Golden Gate National Recreation Area,Natural Death,Medical,Fatal injury,Male,45-54
4/25/18,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
4/27/18,Rock Creek Park,Suicide,Intentional,Fatal injury,Female,25-34
4/27/18,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,35-44
4/28/18,Yosemite National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
4/28/18,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,55-64
4/29/18,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
4/30/18,Colonial National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
5/3/18,Joshua Tree National Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
5/4/18,Colonial National Historical Park,Drowning,Unintentional,Fatal injury,Male,25-34
5/4/18,Joshua Tree National Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
5/5/18,Haleakala National Park,Environmental,Unintentional,Fatal injury,Male,25-34
5/5/18,Glen Canyon National Recreation Area,Natural Death,Medical,Fatal injury,Male,65
5/5/18,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Male,Undetermined
5/6/18,Glen Canyon National Recreation Area,Fall/Slips,Unintentional,Fatal injury,Male,25-34
5/6/18,Amistad National Recreation Area,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
5/7/18,Sequoia & Kings Canyon National Parks,Natural Death,Medical,Fatal injury,Male,65
5/9/18,Lake Roosevelt National Recreation Area,Suicide,Intentional,Fatal injury,Male,25-34
5/9/18,Katmai National Park & Preserve,Suicide,Intentional,Fatal injury,Female,35-44
5/11/18,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Female,25-34
5/12/18,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Male,0-14
5/12/18,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,55-64
5/13/18,North Cascades National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
5/13/18,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Male,25-34
5/13/18,Big Cypress National Preserve,Suicide,Intentional,Fatal injury,Male,65
5/16/18,Glen Canyon National Recreation Area,Natural Death,Medical,Fatal injury,Male,65
5/17/18,Clara Barton National Historic Site,Natural Death,Medical,Fatal injury,Male,65
5/17/18,Shenandoah National Park,Suicide,Intentional,Fatal injury,Female,65
5/18/18,George Washington Memorial Parkway,Undetermined,Undetermined,Fatal injury,Male,45-54
5/18/18,Colorado National Monument,Suicide,Intentional,Fatal injury,Female,25-34
5/20/18,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Female,35-44
5/20/18,Lake Meredith National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
5/21/18,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
5/21/18,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
5/21/18,Shenandoah National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,45-54
5/21/18,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
5/22/18,Appalachian National Scenic Trail,Drowning,Unintentional,Fatal injury,Male,Undetermined
5/23/18,Voyageurs National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
5/24/18,Yellowstone National Park,Natural Death,Medical,Fatal injury,Female,65
5/25/18,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
5/25/18,Glacier National Park,Natural Death,Medical,Fatal injury,Male,55-64
5/26/18,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
5/26/18,Lake Mead National Recreation Area,Natural Death,Medical,Fatal injury,Male,35-44
5/26/18,Delaware Water Gap National Recreation Area,Natural Death,Medical,Fatal injury,Male,55-64
6/1/18,Cumberland Gap National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
6/1/18,Cumberland Gap National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
6/1/18,Joshua Tree National Park,Homicide,Intentional,Fatal injury,Male,45-54
6/2/18,Chattahoochee River National Recreation Area,Other,Unintentional,Fatal injury,Male,25-34
6/2/18,Chickasaw National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/2/18,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,35-44
6/2/18,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,45-54
6/2/18,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,45-54
6/3/18,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,65
6/6/18,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
6/6/18,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,55-64
6/7/18,Mount Rainier National Park,Undetermined,Undetermined,Fatal injury,Male,65
6/8/18,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
6/8/18,National Capital Parks-East,Undetermined,Undetermined,Fatal injury,Male,35-44
6/8/18,Grand Canyon National Park,Environmental,Unintentional,Fatal injury,Male,55-64
6/8/18,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,25-34
6/8/18,Delaware Water Gap National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
6/9/18,Saint Croix National Scenic Riverway,Drowning,Unintentional,Fatal injury,Male,15-24
6/9/18,Grand Teton National Park,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Female,65
6/9/18,Grand Teton National Park,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Male,65
6/9/18,Statue Of Liberty National Monument,Undetermined,Undetermined,Fatal injury,Female,65
6/10/18,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Male,35-44
6/11/18,Yosemite National Park,Natural Death,Medical,Fatal injury,Male,45-54
6/12/18,Chattahoochee River National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
6/13/18,Grand Canyon National Park,Poisoning,Unintentional,Fatal injury,Male,35-44
6/17/18,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
6/17/18,North Cascades National Park,Suicide,Intentional,Fatal injury,Male,25-34
6/19/18,Katmai National Park & Preserve,Drowning,Unintentional,Fatal injury,Male,65
6/22/18,Grand Canyon National Park,Environmental,Unintentional,Fatal injury,Male,15-24
6/22/18,Wrangell - St Elias National Park & Reserve,Drowning,Unintentional,Fatal injury,Male,55-64
6/22/18,Wrangell - St Elias National Park & Reserve,Drowning,Unintentional,Fatal injury,Female,55-64
6/22/18,George Washington Memorial Parkway,Natural Death,Medical,Fatal injury,Male,65
6/23/18,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Male,15-24
6/24/18,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,45-54
6/24/18,Mount Rushmore National Memorial,Suicide,Intentional,Fatal injury,Male,45-54
6/25/18,Grand Teton National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
6/28/18,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,45-54
6/29/18,Great Smoky Mountains National Park,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Female,55-64
6/30/18,Dinosaur National Monument,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
6/30/18,Shenandoah National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
6/30/18,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
7/1/18,Great Smoky Mountains National Park,Suicide,Intentional,Fatal injury,Male,35-44
7/3/18,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
7/3/18,Grand Canyon National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
7/4/18,Assateague Island National Seashore,Drowning,Unintentional,Fatal injury,Male,35-44
7/5/18,Rocky Mountain National Park,Fall/Slips,Unintentional,Fatal injury,Male,35-44
7/5/18,Death Valley National Park,Poisoning,Unintentional,Fatal injury,Female,35-44
7/5/18,Mount Rainier National Park,Suicide,Intentional,Fatal injury,Female,45-54
7/8/18,Saguaro National Park,Natural Death,Medical,Fatal injury,Male,65
7/10/18,Wrangell - St Elias National Park & Reserve,Natural Death,Medical,Fatal injury,Male,45-54
7/12/18,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Male,25-34
7/12/18,Lake Meredith National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,25-34
7/12/18,Yellowstone National Park,Natural Death,Medical,Fatal injury,Male,65
7/12/18,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
7/13/18,Lake Mead National Recreation Area,Poisoning,Unintentional,Fatal injury,Male,25-34
7/13/18,Cape Cod National Seashore,Undetermined,Undetermined,Fatal injury,Male,45-54
7/14/18,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
7/14/18,Yellowstone National Park,Suicide,Intentional,Fatal injury,Male,55-64
7/15/18,Joshua Tree National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
7/15/18,Lake Roosevelt National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,45-54
7/15/18,Cape Cod National Seashore,Undetermined,Undetermined,Fatal injury,Male,65
7/15/18,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,35-44
7/16/18,Death Valley National Park,Fall/Slips,Unintentional,Fatal injury,Male,55-64
7/16/18,Mesa Verde National Park,Natural Death,Medical,Fatal injury,Male,65
7/16/18,George Washington Memorial Parkway,Undetermined,Undetermined,Fatal injury,Male,65
7/17/18,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Male,Undetermined
7/17/18,Everglades National Park,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Undetermined,Undetermined
7/17/18,Everglades National Park,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Undetermined,Undetermined
7/17/18,Everglades National Park,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Undetermined,Undetermined
7/17/18,Everglades National Park,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Undetermined,Undetermined
7/17/18,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,15-24
7/18/18,Appalachian National Scenic Trail,Fall/Slips,Unintentional,Fatal injury,Male,Undetermined
7/18/18,Anacostia Park,Natural Death,Unintentional,Fatal injury,Male,Undetermined
7/19/18,Mount Rainier National Park,Natural Death,Medical,Fatal injury,Male,65
7/20/18,Mount Rushmore National Memorial,Fall/Slips,Unintentional,Fatal injury,Male,55-64
7/20/18,Glacier National Park,Natural Death,Medical,Fatal injury,Male,65
7/22/18,Grand Teton National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
7/22/18,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
7/23/18,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
7/23/18,Big Cypress National Preserve,Undetermined,Undetermined,Fatal injury,Male,Undetermined
7/23/18,Grand Teton National Park,Suicide,Intentional,Fatal injury,Female,35-44
7/24/18,Blue Ridge Parkway,Homicide,Intentional,Fatal injury,Female,25-34
7/24/18,Little Bighorn Battlefield National Monument,Natural Death,Medical,Fatal injury,Male,65
7/24/18,Yellowstone National Park,Natural Death,Medical,Fatal injury,Male,65
7/25/18,Mount Rainier National Park,Drowning,Unintentional,Fatal injury,Female,15-24
7/25/18,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
7/25/18,Lake Mead National Recreation Area,Poisoning,Unintentional,Fatal injury,Male,55-64
7/26/18,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Fatal injury,Male,25-34
7/28/18,Lake Mead National Recreation Area,Environmental,Unintentional,Fatal injury,Female,45-54
7/29/18,Statue Of Liberty National Monument,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
7/29/18,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,25-34
7/30/18,Mount Rainier National Park,Fall/Slips,Unintentional,Fatal injury,Male,45-54
7/31/18,Glacier National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
8/1/18,Big Cypress National Preserve,Suicide,Intentional,Fatal injury,Male,25-34
8/1/18,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,45-54
8/2/18,Wrangell - St Elias National Park & Reserve,Drowning,Unintentional,Fatal injury,Male,15-24
8/3/18,Apostle Islands National Lakeshore,Drowning,Unintentional,Fatal injury,Male,0-14
8/3/18,Apostle Islands National Lakeshore,Drowning,Unintentional,Fatal injury,Female,0-14
8/3/18,Apostle Islands National Lakeshore,Environmental,Unintentional,Fatal injury,Female,0-14
8/3/18,Apostle Islands National Lakeshore,Environmental,Unintentional,Fatal injury,Male,35-44
8/4/18,Denali National Park & Preserve,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Male,45-54
8/4/18,Denali National Park & Preserve,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Female,55-64
8/4/18,Denali National Park & Preserve,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Male,55-64
8/4/18,Denali National Park & Preserve,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Male,55-64
8/4/18,North Cascades National Park,Fall/Slips,Unintentional,Fatal injury,Male,55-64
8/4/18,Denali National Park & Preserve,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Male,65
8/5/18,Gulf Islands National Seashore,Drowning,Unintentional,Fatal injury,Male,35-44
8/5/18,Indiana Dunes National Park,Drowning,Unintentional,Fatal injury,Male,55-64
8/6/18,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
8/6/18,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/8/18,Death Valley National Park,Undetermined,Undetermined,Fatal injury,Female,45-54
8/8/18,Olympic National Park,Undetermined,Undetermined,Fatal injury,Male,65
8/8/18,Gateway National Recreation Area,Suicide,Intentional,Fatal injury,Male,65
8/9/18,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Male,15-24
8/9/18,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
8/9/18,Ozark National Scenic Riverways,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
8/10/18,Gulf Islands National Seashore,Natural Death,Medical,Fatal injury,Male,65
